STATION,NAME,DATE,DAPR,MDPR,PRCP,SNOW,SNWD,TMAX,TMIN,TOBS
USC00083909,"HIALEAH, FL US",2/2/1948,,,0,,,72,46,51
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",2/3/1948,,,0,0,0,72,56,
USC00083909,"HIALEAH, FL US",2/3/1948,,,0,,,71,50,61
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",2/4/1948,,,0,0,0,79,60,
USC00083909,"HIALEAH, FL US",2/4/1948,,,0,,,76,58,64
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",2/5/1948,,,0,0,0,80,56,
USC00083909,"HIALEAH, FL US",2/5/1948,,,0,,,78,58,65
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",2/6/1948,,,0,0,0,82,58,
USC00083909,"HIALEAH, FL US",2/6/1948,,,0,,,83,60,69
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",2/7/1948,,,0,0,0,81,61,
USC00083909,"HIALEAH, FL US",2/7/1948,,,0,,,79,61,68
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",2/8/1948,,,0,0,0,82,64,
USC00083909,"HIALEAH, FL US",2/8/1948,,,0,,,83,65,73
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",2/9/1948,,,0,0,0,84,65,
USC00083909,"HIALEAH, FL US",2/9/1948,,,0,,,85,65,73
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",2/10/1948,,,0.02,0,0,78,67,
USC00083909,"HIALEAH, FL US",2/10/1948,,,0.01,,,77,69,71
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",2/11/1948,,,0,0,0,81,69,
USC00083909,"HIALEAH, FL US",2/11/1948,,,0,,,80,66,74
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",2/12/1948,,,0,0,0,83,73,
USC00083909,"HIALEAH, FL US",2/12/1948,,,0,,,81,72,76
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",2/13/1948,,,0,0,0,83,73,
USC00083909,"HIALEAH, FL US",2/13/1948,,,0,,,85,72,75
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",2/14/1948,,,0,0,0,89,68,
USC00083909,"HIALEAH, FL US",2/14/1948,,,0,,,88,72,76
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",2/15/1948,,,0.72,0,0,73,64,
USC00083909,"HIALEAH, FL US",2/15/1948,,,0,,,75,63,67
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",2/16/1948,,,0.01,0,0,80,70,
USC00083909,"HIALEAH, FL US",2/16/1948,,,0.73,,,79,66,74
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",2/17/1948,,,0,0,0,85,66,
USC00083909,"HIALEAH, FL US",2/17/1948,,,0,,,83,65,70
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",2/18/1948,,,0,0,0,79,63,
USC00083909,"HIALEAH, FL US",2/18/1948,,,0,,,77,62,67
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",2/19/1948,,,0,0,0,78,60,
USC00083909,"HIALEAH, FL US",2/19/1948,,,0,,,77,60,64
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",2/20/1948,,,0,0,0,80,58,
USC00083909,"HIALEAH, FL US",2/20/1948,,,0,,,81,60,66
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",2/21/1948,,,0,0,0,79,59,
USC00083909,"HIALEAH, FL US",2/21/1948,,,0,,,77,59,64
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",2/22/1948,,,0,0,0,79,58,
USC00083909,"HIALEAH, FL US",2/22/1948,,,0,,,79,59,63
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",2/23/1948,,,0,0,0,82,59,
USC00083909,"HIALEAH, FL US",2/23/1948,,,0,,,81,61,66
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",2/24/1948,,,0.16,0,0,80,64,
USC00083909,"HIALEAH, FL US",2/24/1948,,,0,,,78,63,73
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",2/25/1948,,,0.11,0,0,77,67,
USC00083909,"HIALEAH, FL US",2/25/1948,,,0.08,,,76,65,71
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",2/26/1948,,,0,0,0,79,60,
USC00083909,"HIALEAH, FL US",2/26/1948,,,0,,,79,61,69
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",2/27/1948,,,0,0,0,80,59,
USC00083909,"HIALEAH, FL US",2/27/1948,,,0,,,79,60,67
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",2/28/1948,,,0,0,0,83,64,
USC00083909,"HIALEAH, FL US",2/28/1948,,,0,,,82,64,74
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",2/29/1948,,,0,0,0,85,62,
USC00083909,"HIALEAH, FL US",2/29/1948,,,0,,,,63,77
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",3/1/1948,,,0,0,0,82,66,
USC00083909,"HIALEAH, FL US",3/1/1948,,,0,,,81,65,73
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",3/2/1948,,,0,0,0,82,73,
USC00083909,"HIALEAH, FL US",3/2/1948,,,0,,,81,72,77
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",3/3/1948,,,0,0,0,85,72,
USC00083909,"HIALEAH, FL US",3/3/1948,,,0,,,85,72,78
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",3/4/1948,,,0.03,0,0,85,69,
USC00083909,"HIALEAH, FL US",3/4/1948,,,0,,,86,68,78
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",3/5/1948,,,0.15,0,0,83,67,
USC00083909,"HIALEAH, FL US",3/5/1948,,,0.2,,,82,68,76
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",3/6/1948,,,0.01,0,0,80,70,
USC00083909,"HIALEAH, FL US",3/6/1948,,,0.08,,,78,68,72
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",3/7/1948,,,0,0,0,81,72,
USC00083909,"HIALEAH, FL US",3/7/1948,,,0.1,,,80,68,76
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",3/8/1948,,,0.11,0,0,84,68,
USC00083909,"HIALEAH, FL US",3/8/1948,,,0,,,84,69,75
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",3/9/1948,,,0,0,0,85,69,
USC00083909,"HIALEAH, FL US",3/9/1948,,,0.19,,,83,67,77
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",3/10/1948,,,0,0,0,88,74,
USC00083909,"HIALEAH, FL US",3/10/1948,,,0,,,89,72,78
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",3/11/1948,,,0,0,0,88,72,
USC00083909,"HIALEAH, FL US",3/11/1948,,,0,,,85,75,81
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",3/12/1948,,,0,0,0,86,66,
USC00083909,"HIALEAH, FL US",3/12/1948,,,0,,,80,67,75
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",3/13/1948,,,0,0,0,82,66,
USC00083909,"HIALEAH, FL US",3/13/1948,,,0,,,77,66,73
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",3/14/1948,,,0,0,0,78,63,
USC00083909,"HIALEAH, FL US",3/14/1948,,,0,,,79,69,75
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",3/15/1948,,,0,0,0,80,70,
USC00083909,"HIALEAH, FL US",3/15/1948,,,0,,,82,71,77
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",3/16/1948,,,0,0,0,83,72,
USC00083909,"HIALEAH, FL US",3/16/1948,,,0,,,84,72,78
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",3/17/1948,,,0,0,0,84,73,
USC00083909,"HIALEAH, FL US",3/17/1948,,,0,,,87,66,75
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",3/18/1948,,,0,0,0,84,67,
USC00083909,"HIALEAH, FL US",3/18/1948,,,0.02,,,81,71,78
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",3/19/1948,,,0,0,0,82,73,
USC00083909,"HIALEAH, FL US",3/19/1948,,,0,,,82,70,75
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",3/20/1948,,,0,0,0,83,72,
USC00083909,"HIALEAH, FL US",3/20/1948,,,0,,,82,71,78
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",3/21/1948,,,0,0,0,83,73,
USC00083909,"HIALEAH, FL US",3/21/1948,,,0,,,84,72,79
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",3/22/1948,,,0,0,0,84,73,
USC00083909,"HIALEAH, FL US",3/22/1948,,,0,,,86,72,81
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",3/23/1948,,,0,0,0,85,73,
USC00083909,"HIALEAH, FL US",3/23/1948,,,0,,,83,67,78
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",3/24/1948,,,0.02,0,0,89,70,
USC00083909,"HIALEAH, FL US",3/24/1948,,,0,,,87,63,71
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",3/25/1948,,,0,0,0,89,64,
USC00083909,"HIALEAH, FL US",3/25/1948,,,0,,,89,68,81
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",3/26/1948,,,0,0,0,86,68,
USC00083909,"HIALEAH, FL US",3/26/1948,,,0.03,,,90,66,79
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",3/27/1948,,,0,0,0,86,67,
USC00083909,"HIALEAH, FL US",3/27/1948,,,0,,,87,69,85
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",3/28/1948,,,0.17,0,0,88,66,
USC00083909,"HIALEAH, FL US",3/28/1948,,,0.12,,,76,56,58
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",3/29/1948,,,0.04,0,0,77,57,
USC00083909,"HIALEAH, FL US",3/29/1948,,,0,,,89,56,72
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",3/30/1948,,,0,0,0,80,57,
USC00083909,"HIALEAH, FL US",3/30/1948,,,0,,,83,69,76
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",3/31/1948,,,0,0,0,84,72,
USC00083909,"HIALEAH, FL US",3/31/1948,,,0.01,,,,74,81
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",4/1/1948,,,0.02,0,0,87,76,
USC00083909,"HIALEAH, FL US",4/1/1948,,,0,,,94,72,81
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",4/2/1948,,,0,0,0,92,74,
USC00083909,"HIALEAH, FL US",4/2/1948,,,0,,,88,71,80
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",4/3/1948,,,1.23,0,0,86,70,
USC00083909,"HIALEAH, FL US",4/3/1948,,,0,,,83,,
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",4/4/1948,,,0.05,0,0,77,71,
USC00083909,"HIALEAH, FL US",4/4/1948,,,1.89,,,79,68,77
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",4/5/1948,,,0,0,0,80,72,
USC00083909,"HIALEAH, FL US",4/5/1948,,,0,,,82,70,77
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",4/6/1948,,,0,0,0,84,72,
USC00083909,"HIALEAH, FL US",4/6/1948,,,0,,,83,68,79
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",4/7/1948,,,0,0,0,84,69,
USC00083909,"HIALEAH, FL US",4/7/1948,,,0,,,84,65,78
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",4/8/1948,,,0,0,0,84,65,
USC00083909,"HIALEAH, FL US",4/8/1948,,,0,,,87,63,74
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",4/9/1948,,,0,0,0,85,65,
USC00083909,"HIALEAH, FL US",4/9/1948,,,0,,,85,66,81
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",4/10/1948,,,0,0,0,86,67,
USC00083909,"HIALEAH, FL US",4/10/1948,,,0.1,,,81,69,78
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",4/11/1948,,,0.33,0,0,83,71,
USC00083909,"HIALEAH, FL US",4/11/1948,,,0,,,82,71,78
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",4/12/1948,,,0,0,0,83,73,
USC00083909,"HIALEAH, FL US",4/12/1948,,,0,,,83,73,79
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",4/13/1948,,,0.01,0,0,84,74,
USC00083909,"HIALEAH, FL US",4/13/1948,,,0,,,82,70,78
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",4/14/1948,,,0,0,0,82,69,
USC00083909,"HIALEAH, FL US",4/14/1948,,,0,,,82,67,78
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",4/15/1948,,,0.53,0,0,83,66,
USC00083909,"HIALEAH, FL US",4/15/1948,,,0.86,,,83,64,76
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",4/16/1948,,,0.01,0,0,84,66,
USC00083909,"HIALEAH, FL US",4/16/1948,,,0,,,87,64,71
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",4/17/1948,,,0.28,0,0,85,66,
USC00083909,"HIALEAH, FL US",4/17/1948,,,0,,,84,63,
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",4/18/1948,,,1.57,0,0,81,64,
USC00083909,"HIALEAH, FL US",4/18/1948,,,1.63,,,80,67,75
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",4/19/1948,,,0.21,0,0,80,67,
USC00083909,"HIALEAH, FL US",4/19/1948,,,0.08,,,79,63,74
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",4/20/1948,,,0.07,0,0,80,64,
USC00083909,"HIALEAH, FL US",4/20/1948,,,0.01,,,79,59,71
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",4/21/1948,,,0.02,0,0,80,61,
USC00083909,"HIALEAH, FL US",4/21/1948,,,0,,,82,59,71
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",4/22/1948,,,0,0,0,83,61,
USC00083909,"HIALEAH, FL US",4/22/1948,,,0,,,81,63,77
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",4/23/1948,,,0.01,0,0,81,66,
USC00083909,"HIALEAH, FL US",4/23/1948,,,0,,,86,71,75
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",4/24/1948,,,0,0,0,83,72,
USC00083909,"HIALEAH, FL US",4/24/1948,,,0,,,79,,
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",4/25/1948,,,0,0,0,81,71,
USC00083909,"HIALEAH, FL US",4/25/1948,,,0,,,81,70,77
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",4/26/1948,,,0,0,0,82,73,
USC00083909,"HIALEAH, FL US",4/26/1948,,,0.61,,,81,67,73
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",4/27/1948,,,2.44,0,0,82,65,
USC00083909,"HIALEAH, FL US",4/27/1948,,,1,,,87,63,70
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",4/28/1948,,,0,0,0,89,64,
USC00083909,"HIALEAH, FL US",4/28/1948,,,0,,,84,69,76
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",4/29/1948,,,0,0,0,88,66,
USC00083909,"HIALEAH, FL US",4/29/1948,,,0,,,84,58,69
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",4/30/1948,,,0,0,0,83,60,
USC00083909,"HIALEAH, FL US",4/30/1948,,,0,,,,62,74
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",5/1/1948,,,0,0,0,84,62,
USC00083909,"HIALEAH, FL US",5/1/1948,,,,,,86,,
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",5/2/1948,,,0,0,0,86,71,
USC00083909,"HIALEAH, FL US",5/2/1948,,,0,,,88,64,84
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",5/3/1948,,,0,0,0,87,68,
USC00083909,"HIALEAH, FL US",5/3/1948,,,0,,,87,67,82
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",5/4/1948,,,0,0,0,88,69,
USC00083909,"HIALEAH, FL US",5/4/1948,,,0,,,88,67,82
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",5/5/1948,,,0,0,0,87,70,
USC00083909,"HIALEAH, FL US",5/5/1948,,,0,,,87,69,84
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",5/6/1948,,,0,0,0,89,70,
USC00083909,"HIALEAH, FL US",5/6/1948,,,0,,,90,72,82
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",5/7/1948,,,0,0,0,92,74,
USC00083909,"HIALEAH, FL US",5/7/1948,,,0,,,88,66,75
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",5/8/1948,,,0.01,0,0,88,69,
USC00083909,"HIALEAH, FL US",5/8/1948,,,0.02,,,85,62,85
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",5/9/1948,,,0.03,0,0,85,70,
USC00083909,"HIALEAH, FL US",5/9/1948,,,2.18,,,80,66,71
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",5/10/1948,,,1.93,0,0,83,69,
USC00083909,"HIALEAH, FL US",5/10/1948,,,0.33,,,87,65,77
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",5/11/1948,,,0.18,0,0,87,67,
USC00083909,"HIALEAH, FL US",5/11/1948,,,0.4,,,81,69,71
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",5/12/1948,,,0.68,0,0,78,68,
USC00083909,"HIALEAH, FL US",5/12/1948,,,0.24,,,87,64,77
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",5/13/1948,,,0,0,0,86,65,
USC00083909,"HIALEAH, FL US",5/13/1948,,,0,,,88,67,83
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",5/14/1948,,,0,0,0,87,68,
USC00083909,"HIALEAH, FL US",5/14/1948,,,0,,,87,69,82
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",5/15/1948,,,0,0,0,87,70,
USC00083909,"HIALEAH, FL US",5/15/1948,,,,,,88,68,
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",5/16/1948,,,0,0,0,88,70,
USC00083909,"HIALEAH, FL US",5/16/1948,,,0,,,88,69,85
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",5/17/1948,,,0,0,0,85,76,
USC00083909,"HIALEAH, FL US",5/17/1948,,,0,,,90,69,86
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",5/18/1948,,,0.06,0,0,86,71,
USC00083909,"HIALEAH, FL US",5/18/1948,,,0.1,,,86,72,74
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",5/19/1948,,,0.26,0,0,84,70,
USC00083909,"HIALEAH, FL US",5/19/1948,,,0.41,,,83,65,77
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",5/20/1948,,,0,0,0,83,67,
USC00083909,"HIALEAH, FL US",5/20/1948,,,0.1,,,86,63,79
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",5/21/1948,,,0,0,0,84,65,
USC00083909,"HIALEAH, FL US",5/21/1948,,,0,,,86,62,80
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",5/22/1948,,,0,0,0,87,63,
USC00083909,"HIALEAH, FL US",5/22/1948,,,0,,,89,66,81
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",5/23/1948,,,0,0,0,89,66,
USC00083909,"HIALEAH, FL US",5/23/1948,,,0,,,91,67,84
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",5/24/1948,,,0,0,0,89,68,
USC00083909,"HIALEAH, FL US",5/24/1948,,,0,,,91,70,84
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",5/25/1948,,,0,0,0,90,70,
USC00083909,"HIALEAH, FL US",5/25/1948,,,0,,,91,68,82
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",5/26/1948,,,0,0,0,89,67,
USC00083909,"HIALEAH, FL US",5/26/1948,,,0,,,88,68,84
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",5/27/1948,,,0,0,0,88,70,
USC00083909,"HIALEAH, FL US",5/27/1948,,,0,,,86,69,83
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",5/28/1948,,,0,0,0,87,70,
USC00083909,"HIALEAH, FL US",5/28/1948,,,0,,,90,67,82
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",5/29/1948,,,0.05,0,0,89,72,
USC00083909,"HIALEAH, FL US",5/29/1948,,,,,,91,68,
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",5/30/1948,,,3.45,0,0,92,69,
USC00083909,"HIALEAH, FL US",5/30/1948,,,2.75,,,92,66,79
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",5/31/1948,,,0,0,0,91,70,
USC00083909,"HIALEAH, FL US",5/31/1948,,,0,,,,68,79
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",6/1/1948,,,1.35,0,0,91,70,
USC00083909,"HIALEAH, FL US",6/1/1948,,,1.1,,,91,67,84
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",6/2/1948,,,0.5,0,0,92,70,
USC00083909,"HIALEAH, FL US",6/2/1948,,,0.56,,,87,65,75
