STATION,NAME,DATE,DAPR,MDPR,PRCP,SNOW,SNWD,TMAX,TMIN,TOBS
USC00358034,"STAFFORD, OR US",1896-07-03,,,0,,,85,53,
USC00358034,"STAFFORD, OR US",1896-07-04,,,0,,,93,51,
USC00358034,"STAFFORD, OR US",1896-07-05,,,0,,,90,55,
USC00358034,"STAFFORD, OR US",1896-07-06,,,0,,,89,52,
USC00358034,"STAFFORD, OR US",1896-07-07,,,0,,,88,49,
USC00358034,"STAFFORD, OR US",1896-07-08,,,0,,,87,54,
USC00358034,"STAFFORD, OR US",1896-07-09,,,0,,,90,56,
USC00358034,"STAFFORD, OR US",1896-07-10,,,0,,,92,52,
USC00358034,"STAFFORD, OR US",1896-07-11,,,0,,,85,54,
USC00358034,"STAFFORD, OR US",1896-07-12,,,0,,,90,52,
USC00358034,"STAFFORD, OR US",1896-07-13,,,0,,,76,46,
USC00358034,"STAFFORD, OR US",1896-07-14,,,0,,,86,55,
USC00358034,"STAFFORD, OR US",1896-07-15,,,0,,,88,61,
USC00358034,"STAFFORD, OR US",1896-07-16,,,0,,,99,57,
USC00358034,"STAFFORD, OR US",1896-07-17,,,0,,,95,54,
USC00358034,"STAFFORD, OR US",1896-07-18,,,0,,,94,56,
USC00358034,"STAFFORD, OR US",1896-07-19,,,0,,,96,60,
USC00358034,"STAFFORD, OR US",1896-07-20,,,0,,,99,58,
USC00358034,"STAFFORD, OR US",1896-07-21,,,0,,,99,52,
USC00358034,"STAFFORD, OR US",1896-07-22,,,0,,,85,53,
USC00358034,"STAFFORD, OR US",1896-07-23,,,0,,,82,52,
USC00358034,"STAFFORD, OR US",1896-07-24,,,0,,,89,54,
USC00358034,"STAFFORD, OR US",1896-07-25,,,0,,,87,47,
USC00358034,"STAFFORD, OR US",1896-07-26,,,0,,,82,49,
USC00358034,"STAFFORD, OR US",1896-07-27,,,0,,,80,52,
USC00358034,"STAFFORD, OR US",1896-07-28,,,0,,,73,53,
USC00358034,"STAFFORD, OR US",1896-07-29,,,0,,,83,48,
USC00358034,"STAFFORD, OR US",1896-07-30,,,0,,,86,47,
USC00358034,"STAFFORD, OR US",1896-07-31,,,0,,,86,57,
USC00358034,"STAFFORD, OR US",1896-08-01,,,0.17,,,88,56,
USC00358034,"STAFFORD, OR US",1896-08-02,,,0.21,,,73,57,
USC00358034,"STAFFORD, OR US",1896-08-03,,,0.06,,,73,55,
USC00358034,"STAFFORD, OR US",1896-08-04,,,0.14,,,72,54,
USC00358034,"STAFFORD, OR US",1896-08-05,,,0.05,,,73,57,
USC00358034,"STAFFORD, OR US",1896-08-06,,,0.08,,,70,56,
USC00358034,"STAFFORD, OR US",1896-08-07,,,0,,,74,56,
USC00358034,"STAFFORD, OR US",1896-08-08,,,0,,,77,54,
USC00358034,"STAFFORD, OR US",1896-08-09,,,0,,,75,53,
USC00358034,"STAFFORD, OR US",1896-08-10,,,0,,,76,47,
USC00358034,"STAFFORD, OR US",1896-08-11,,,0,,,84,49,
USC00358034,"STAFFORD, OR US",1896-08-12,,,0,,,92,54,
USC00358034,"STAFFORD, OR US",1896-08-13,,,0,,,97,50,
USC00358034,"STAFFORD, OR US",1896-08-14,,,0,,,87,49,
USC00358034,"STAFFORD, OR US",1896-08-15,,,0,,,80,51,
USC00358034,"STAFFORD, OR US",1896-08-16,,,0,,,79,50,
USC00358034,"STAFFORD, OR US",1896-08-17,,,0,,,69,56,
USC00358034,"STAFFORD, OR US",1896-08-18,,,,,,77,52,
USC00358034,"STAFFORD, OR US",1896-08-19,,,0,,,82,55,
USC00358034,"STAFFORD, OR US",1896-08-20,,,0,,,85,50,
USC00358034,"STAFFORD, OR US",1896-08-21,,,0,,,88,52,
USC00358034,"STAFFORD, OR US",1896-08-22,,,0,,,90,59,
USC00358034,"STAFFORD, OR US",1896-08-23,,,0,,,97,56,
USC00358034,"STAFFORD, OR US",1896-08-24,,,0,,,94,52,
USC00358034,"STAFFORD, OR US",1896-08-25,,,0,,,85,52,
USC00358034,"STAFFORD, OR US",1896-08-26,,,0,,,85,50,
USC00358034,"STAFFORD, OR US",1896-08-27,,,0,,,64,57,
USC00358034,"STAFFORD, OR US",1896-08-28,,,0,,,71,53,
USC00358034,"STAFFORD, OR US",1896-08-29,,,0,,,82,54,
USC00358034,"STAFFORD, OR US",1896-08-30,,,0.2,,,80,59,
USC00358034,"STAFFORD, OR US",1896-08-31,,,0.02,,,69,58,
USC00358034,"STAFFORD, OR US",1896-09-01,,,0.01,,,62,56,
USC00358034,"STAFFORD, OR US",1896-09-02,,,0,,,,,
USC00358034,"STAFFORD, OR US",1896-09-03,,,0,,,,,
USC00358034,"STAFFORD, OR US",1896-09-04,,,0,,,81,49,
USC00358034,"STAFFORD, OR US",1896-09-05,,,0,,,94,56,
USC00358034,"STAFFORD, OR US",1896-09-06,,,0,,,98,55,
USC00358034,"STAFFORD, OR US",1896-09-07,,,0,,,87,47,
USC00358034,"STAFFORD, OR US",1896-09-08,,,0,,,78,38,
USC00358034,"STAFFORD, OR US",1896-09-09,,,0,,,73,45,
USC00358034,"STAFFORD, OR US",1896-09-10,,,0,,,78,42,
USC00358034,"STAFFORD, OR US",1896-09-11,,,0,,,78,51,
USC00358034,"STAFFORD, OR US",1896-09-12,,,0,,,66,44,
USC00358034,"STAFFORD, OR US",1896-09-13,,,0.03,,,65,44,
USC00358034,"STAFFORD, OR US",1896-09-14,,,0.48,,,69,45,
USC00358034,"STAFFORD, OR US",1896-09-15,,,0,,,71,50,
USC00358034,"STAFFORD, OR US",1896-09-16,,,0,,,65,44,
USC00358034,"STAFFORD, OR US",1896-09-17,,,0,,,68,41,
USC00358034,"STAFFORD, OR US",1896-09-18,,,0,,,71,40,
USC00358034,"STAFFORD, OR US",1896-09-19,,,0,,,78,53,
USC00358034,"STAFFORD, OR US",1896-09-20,,,0,,,85,48,
USC00358034,"STAFFORD, OR US",1896-09-21,,,0,,,81,47,
USC00358034,"STAFFORD, OR US",1896-09-22,,,0,,,77,46,
USC00358034,"STAFFORD, OR US",1896-09-23,,,0,,,84,51,
USC00358034,"STAFFORD, OR US",1896-09-24,,,0,,,68,40,
USC00358034,"STAFFORD, OR US",1896-09-25,,,0,,,65,37,
USC00358034,"STAFFORD, OR US",1896-09-26,,,0,,,67,42,
USC00358034,"STAFFORD, OR US",1896-09-27,,,0,,,78,45,
USC00358034,"STAFFORD, OR US",1896-09-28,,,0,,,84,41,
USC00358034,"STAFFORD, OR US",1896-09-29,,,0,,,78,51,
USC00358034,"STAFFORD, OR US",1896-09-30,,,0,,,76,50,
USC00358034,"STAFFORD, OR US",1896-10-01,,,0.11,,,72,53,
USC00358034,"STAFFORD, OR US",1896-10-02,,,0,,,82,53,
USC00358034,"STAFFORD, OR US",1896-10-03,,,0.04,,,68,40,
USC00358034,"STAFFORD, OR US",1896-10-04,,,0,,,68,41,
USC00358034,"STAFFORD, OR US",1896-10-05,,,0,,,71,38,
USC00358034,"STAFFORD, OR US",1896-10-06,,,0,,,72,40,
USC00358034,"STAFFORD, OR US",1896-10-07,,,0,,,73,42,
USC00358034,"STAFFORD, OR US",1896-10-08,,,0,,,69,45,
USC00358034,"STAFFORD, OR US",1896-10-09,,,0,,,65,41,
USC00358034,"STAFFORD, OR US",1896-10-10,,,0,,,72,38,
USC00358034,"STAFFORD, OR US",1896-10-11,,,0.39,,,70,45,
USC00358034,"STAFFORD, OR US",1896-10-12,,,0,,,65,40,
USC00358034,"STAFFORD, OR US",1896-10-13,,,0,,,69,42,
USC00358034,"STAFFORD, OR US",1896-10-14,,,0,,,76,39,
USC00358034,"STAFFORD, OR US",1896-10-15,,,0,,,78,45,
USC00358034,"STAFFORD, OR US",1896-10-16,,,0,,,80,44,
USC00358034,"STAFFORD, OR US",1896-10-17,,,0,,,82,44,
USC00358034,"STAFFORD, OR US",1896-10-18,,,0,,,76,43,
USC00358034,"STAFFORD, OR US",1896-10-19,,,0,,,75,40,
USC00358034,"STAFFORD, OR US",1896-10-20,,,0.18,,,75,51,
USC00358034,"STAFFORD, OR US",1896-10-21,,,0.04,,,69,40,
USC00358034,"STAFFORD, OR US",1896-10-22,,,0,,,71,41,
USC00358034,"STAFFORD, OR US",1896-10-23,,,0,,,71,37,
USC00358034,"STAFFORD, OR US",1896-10-24,,,0,,,66,37,
USC00358034,"STAFFORD, OR US",1896-10-25,,,0,,,59,35,
USC00358034,"STAFFORD, OR US",1896-10-26,,,0,,,60,37,
USC00358034,"STAFFORD, OR US",1896-10-27,,,0.07,,,56,35,
USC00358034,"STAFFORD, OR US",1896-10-28,,,0,,,65,38,
USC00358034,"STAFFORD, OR US",1896-10-29,,,0.34,,,57,39,
USC00358034,"STAFFORD, OR US",1896-10-30,,,0.33,,,58,47,
USC00358034,"STAFFORD, OR US",1896-10-31,,,1.27,,,56,43,
USC00358034,"STAFFORD, OR US",1896-11-01,,,0.34,0,,55,42,
USC00358034,"STAFFORD, OR US",1896-11-02,,,0.65,0,,53,43,
USC00358034,"STAFFORD, OR US",1896-11-03,,,0.2,0,,50,33,
USC00358034,"STAFFORD, OR US",1896-11-04,,,0,0,,,,
USC00358034,"STAFFORD, OR US",1896-11-05,,,0.56,0,,54,32,
USC00358034,"STAFFORD, OR US",1896-11-06,,,0,0,,52,30,
USC00358034,"STAFFORD, OR US",1896-11-07,,,0.43,0,,50,32,
USC00358034,"STAFFORD, OR US",1896-11-08,,,4.02,0,,55,42,
USC00358034,"STAFFORD, OR US",1896-11-09,,,0.39,0,,52,41,
USC00358034,"STAFFORD, OR US",1896-11-10,,,0.44,0,,52,42,
USC00358034,"STAFFORD, OR US",1896-11-11,,,0.24,0,,48,36,
USC00358034,"STAFFORD, OR US",1896-11-12,,,0.3,0,,46,39,
USC00358034,"STAFFORD, OR US",1896-11-13,,,0.09,0,,56,43,
USC00358034,"STAFFORD, OR US",1896-11-14,,,1.78,0,,55,48,
USC00358034,"STAFFORD, OR US",1896-11-15,,,3.33,6.5,1,59,54,
USC00358034,"STAFFORD, OR US",1896-11-16,,,3.33,0,,59,32,
USC00358034,"STAFFORD, OR US",1896-11-17,,,1.12,0,,35,31,
USC00358034,"STAFFORD, OR US",1896-11-18,,,0,0,,38,24,
USC00358034,"STAFFORD, OR US",1896-11-19,,,0,0,,43,28,
USC00358034,"STAFFORD, OR US",1896-11-20,,,0,0,,36,26,
USC00358034,"STAFFORD, OR US",1896-11-21,,,0.1,0,,36,27,
USC00358034,"STAFFORD, OR US",1896-11-22,,,1.71,0,,43,30,
USC00358034,"STAFFORD, OR US",1896-11-23,,,0.15,0,,44,32,
USC00358034,"STAFFORD, OR US",1896-11-24,,,0,0,,40,29,
USC00358034,"STAFFORD, OR US",1896-11-25,,,0,0,,39,22,
USC00358034,"STAFFORD, OR US",1896-11-26,,,,0,,39,20,
USC00358034,"STAFFORD, OR US",1896-11-27,,,0,0,,28,13,
USC00358034,"STAFFORD, OR US",1896-11-28,,,0,0,,25,11,
USC00358034,"STAFFORD, OR US",1896-11-29,,,0,0,,26,11,
USC00358034,"STAFFORD, OR US",1896-11-30,,,0.09,0,,29,20,
USC00358034,"STAFFORD, OR US",1896-12-01,,,1.68,,,33,28,
USC00358034,"STAFFORD, OR US",1896-12-02,,,0.65,,,48,32,
USC00358034,"STAFFORD, OR US",1896-12-03,,,0.14,,,,38,
USC00358034,"STAFFORD, OR US",1896-12-04,,,0.48,,,59,48,
USC00358034,"STAFFORD, OR US",1896-12-05,,,0.24,,,,43,
USC00358034,"STAFFORD, OR US",1896-12-06,,,0.04,,,50,46,
USC00358034,"STAFFORD, OR US",1896-12-07,,,0.62,,,47,39,
USC00358034,"STAFFORD, OR US",1896-12-08,,,0.38,,,51,41,
USC00358034,"STAFFORD, OR US",1896-12-09,,,0.04,,,51,41,
USC00358034,"STAFFORD, OR US",1896-12-10,,,0.01,,,53,45,
USC00358034,"STAFFORD, OR US",1896-12-11,,,0.74,,,51,44,
USC00358034,"STAFFORD, OR US",1896-12-12,,,0.76,,,52,44,
USC00358034,"STAFFORD, OR US",1896-12-13,,,1.55,,,52,39,
USC00358034,"STAFFORD, OR US",1896-12-14,,,0.6,,,47,40,
USC00358034,"STAFFORD, OR US",1896-12-15,,,0.01,,,48,33,
USC00358034,"STAFFORD, OR US",1896-12-16,,,0,,,46,34,
USC00358034,"STAFFORD, OR US",1896-12-17,,,0.09,,,48,35,
USC00358034,"STAFFORD, OR US",1896-12-18,,,0.1,,,48,38,
USC00358034,"STAFFORD, OR US",1896-12-19,,,0.23,,,51,41,
USC00358034,"STAFFORD, OR US",1896-12-20,,,0.01,,,59,37,
USC00358034,"STAFFORD, OR US",1896-12-21,,,0.02,,,47,35,
USC00358034,"STAFFORD, OR US",1896-12-22,,,0.01,,,42,34,
USC00358034,"STAFFORD, OR US",1896-12-23,,,0,,,,33,
USC00358034,"STAFFORD, OR US",1896-12-24,,,0,,,40,30,
USC00358034,"STAFFORD, OR US",1896-12-25,,,0,,,47,31,
USC00358034,"STAFFORD, OR US",1896-12-26,,,0,,,49,32,
USC00358034,"STAFFORD, OR US",1896-12-27,,,0.12,,,47,35,
USC00358034,"STAFFORD, OR US",1896-12-28,,,0.89,,,49,39,
USC00358034,"STAFFORD, OR US",1896-12-29,,,0.02,,,47,31,
USC00358034,"STAFFORD, OR US",1896-12-30,,,0.52,,,47,34,
USC00358034,"STAFFORD, OR US",1896-12-31,,,0.87,,,46,37,
USC00358034,"STAFFORD, OR US",1897-01-01,,,0.21,0,,43,38,
USC00358034,"STAFFORD, OR US",1897-01-02,,,0.01,0,,44,31,
USC00358034,"STAFFORD, OR US",1897-01-03,,,0,0,,38,32,
USC00358034,"STAFFORD, OR US",1897-01-04,,,0.21,0,,41,35,
USC00358034,"STAFFORD, OR US",1897-01-05,,,0.16,0,,47,38,
USC00358034,"STAFFORD, OR US",1897-01-06,,,0.05,0,,51,39,
USC00358034,"STAFFORD, OR US",1897-01-07,,,0.06,0,,56,39,
USC00358034,"STAFFORD, OR US",1897-01-08,,,0.15,0,,48,30,
USC00358034,"STAFFORD, OR US",1897-01-09,,,0,0,,46,29,
USC00358034,"STAFFORD, OR US",1897-01-10,,,0.02,0,,39,24,
USC00358034,"STAFFORD, OR US",1897-01-11,,,,0,,43,24,
USC00358034,"STAFFORD, OR US",1897-01-12,,,0.18,2,,38,28,
USC00358034,"STAFFORD, OR US",1897-01-13,,,0.1,0,,37,32,
USC00358034,"STAFFORD, OR US",1897-01-14,,,0.01,0,,40,30,
USC00358034,"STAFFORD, OR US",1897-01-15,,,,0,,43,24,
USC00358034,"STAFFORD, OR US",1897-01-16,,,0.04,0,,43,34,
USC00358034,"STAFFORD, OR US",1897-01-17,,,,0,,41,29,
USC00358034,"STAFFORD, OR US",1897-01-18,,,0.1,0,,,30,
USC00358034,"STAFFORD, OR US",1897-01-19,,,0.5,0,,45,35,
USC00358034,"STAFFORD, OR US",1897-01-20,,,0.97,0,,50,43,
USC00358034,"STAFFORD, OR US",1897-01-21,,,0,0,,58,50,
USC00358034,"STAFFORD, OR US",1897-01-22,,,0,0,,55,36,
USC00358034,"STAFFORD, OR US",1897-01-23,,,0.01,0,,56,36,
USC00358034,"STAFFORD, OR US",1897-01-24,,,0.12,0,,45,38,
USC00358034,"STAFFORD, OR US",1897-01-25,,,0.36,0,,42,23,
USC00358034,"STAFFORD, OR US",1897-01-26,,,0.1,1,,27,20,
USC00358034,"STAFFORD, OR US",1897-01-27,,,,0,,32,21,
USC00358034,"STAFFORD, OR US",1897-01-28,,,0.12,0,,31,23,
USC00358034,"STAFFORD, OR US",1897-01-29,,,0.32,0,,34,30,
USC00358034,"STAFFORD, OR US",1897-01-30,,,0.06,0,,41,31,
USC00358034,"STAFFORD, OR US",1897-01-31,,,0.2,0,,45,35,
USC00358034,"STAFFORD, OR US",1897-02-02,,,0.31,,,,,
USC00358034,"STAFFORD, OR US",1897-02-03,,,0.44,,,,,
USC00358034,"STAFFORD, OR US",1897-02-04,,,0.59,,,,,
USC00358034,"STAFFORD, OR US",1897-02-05,,,0.2,,,,,
USC00358034,"STAFFORD, OR US",1897-02-06,,,0.24,,,,,
USC00358034,"STAFFORD, OR US",1897-02-07,,,0.01,,,,,
USC00358034,"STAFFORD, OR US",1897-02-08,,,0.08,,,,,
USC00358034,"STAFFORD, OR US",1897-02-10,,,0.28,,,45,,
USC00358034,"STAFFORD, OR US",1897-02-13,,,0.11,,,,,
USC00358034,"STAFFORD, OR US",1897-02-15,,,0.18,,,,,
USC00358034,"STAFFORD, OR US",1897-02-16,,,0.24,,,,,
USC00358034,"STAFFORD, OR US",1897-02-17,,,0.01,,,47,,
USC00358034,"STAFFORD, OR US",1897-02-18,,,0.08,,,,,
USC00358034,"STAFFORD, OR US",1897-02-20,,,0.04,0,,,,
USC00358034,"STAFFORD, OR US",1897-02-21,,,0.07,,,45,28,
USC00358034,"STAFFORD, OR US",1897-02-22,,,,,,45,32,
USC00358034,"STAFFORD, OR US",1897-02-23,,,,,,51,34,
USC00358034,"STAFFORD, OR US",1897-02-24,,,,,,50,31,
USC00358034,"STAFFORD, OR US",1897-02-25,,,,,,50,30,
USC00358034,"STAFFORD, OR US",1897-02-26,,,,,,52,41,
USC00358034,"STAFFORD, OR US",1897-02-27,,,,,,65,39,
USC00358034,"STAFFORD, OR US",1897-02-28,,,0.33,,,50,,
USC00358034,"STAFFORD, OR US",1897-03-01,,,0.13,,,43,35,
USC00358034,"STAFFORD, OR US",1897-03-02,,,0.05,,,51,35,
USC00358034,"STAFFORD, OR US",1897-03-03,,,0.01,,,55,32,
USC00358034,"STAFFORD, OR US",1897-03-04,,,0.04,,,51,35,
USC00358034,"STAFFORD, OR US",1897-03-05,,,0.06,,,47,33,
USC00358034,"STAFFORD, OR US",1897-03-06,,,0.53,,,41,30,
USC00358034,"STAFFORD, OR US",1897-03-07,,,0.3,,,51,31,
USC00358034,"STAFFORD, OR US",1897-03-08,,,0.03,,,42,31,
USC00358034,"STAFFORD, OR US",1897-03-09,,,0.54,,,44,32,
USC00358034,"STAFFORD, OR US",1897-03-10,,,0.26,,,45,30,
USC00358034,"STAFFORD, OR US",1897-03-11,,,0.19,,,44,28,
USC00358034,"STAFFORD, OR US",1897-03-12,,,0.12,,,39,18,
USC00358034,"STAFFORD, OR US",1897-03-13,,,0.01,,,40,31,
USC00358034,"STAFFORD, OR US",1897-03-14,,,0.19,,,40,32,
USC00358034,"STAFFORD, OR US",1897-03-15,,,0.37,,,53,31,
USC00358034,"STAFFORD, OR US",1897-03-16,,,0.17,,,50,35,
USC00358034,"STAFFORD, OR US",1897-03-17,,,0.15,,,53,35,
USC00358034,"STAFFORD, OR US",1897-03-18,,,0.3,,,41,38,
USC00358034,"STAFFORD, OR US",1897-03-19,,,0.32,,,49,32,
USC00358034,"STAFFORD, OR US",1897-03-20,,,0.09,,,44,29,
USC00358034,"STAFFORD, OR US",1897-03-21,,,0.19,,,45,29,
USC00358034,"STAFFORD, OR US",1897-03-22,,,0.06,,,49,28,
USC00358034,"STAFFORD, OR US",1897-03-23,,,0.42,,,48,32,
USC00358034,"STAFFORD, OR US",1897-03-24,,,1.34,,,59,46,
USC00358034,"STAFFORD, OR US",1897-03-25,,,0.7,,,59,49,
USC00358034,"STAFFORD, OR US",1897-03-26,,,0.38,,,54,32,
USC00358034,"STAFFORD, OR US",1897-03-27,,,0.07,,,47,32,
USC00358034,"STAFFORD, OR US",1897-03-28,,,0.92,,,48,35,
USC00358034,"STAFFORD, OR US",1897-03-29,,,0.24,,,44,30,
USC00358034,"STAFFORD, OR US",1897-03-30,,,0.12,,,44,25,
USC00358034,"STAFFORD, OR US",1897-03-31,,,0.01,,,54,30,
USC00358034,"STAFFORD, OR US",1897-04-01,,,0.81,0,,44,36,
USC00358034,"STAFFORD, OR US",1897-04-02,,,0.06,0,,56,33,
USC00358034,"STAFFORD, OR US",1897-04-03,,,0.04,0,,57,39,
USC00358034,"STAFFORD, OR US",1897-04-04,,,0.15,0,,51,41,
USC00358034,"STAFFORD, OR US",1897-04-05,,,0.35,0,,57,33,
USC00358034,"STAFFORD, OR US",1897-04-06,,,0.62,0,,58,40,
USC00358034,"STAFFORD, OR US",1897-04-07,,,0.03,0,,55,32,
USC00358034,"STAFFORD, OR US",1897-04-08,,,0,0,,59,35,
USC00358034,"STAFFORD, OR US",1897-04-09,,,0,0,,70,43,
USC00358034,"STAFFORD, OR US",1897-04-10,,,0.01,0,,78,48,
USC00358034,"STAFFORD, OR US",1897-04-11,,,0.03,0,,60,34,
USC00358034,"STAFFORD, OR US",1897-04-12,,,0,0,,60,39,
USC00358034,"STAFFORD, OR US",1897-04-13,,,0,0,,74,42,
USC00358034,"STAFFORD, OR US",1897-04-14,,,0,0,,79,45,
